265,1728
220,1729
22,1729
220,1730
22,1730
189,1730
220,1731
22,1731
189,1731
444,1732
517,1733
66,1733
113,1733
434,1734
434,1735
437,1736
9,1737
32,1738
233,1739
138,1740
22,1740
9,1740
32,1741
452,1742
29,1743
155,1744
122,1742
220,1745
223,1746
113,1747
38,1748
452,1749
207,1750
38,1751
134,1752
134,1753
22,1748
87,1754
87,1755
29,1756
406,1757
245,1758
31,1759
50,1760
43,1761
220,1762
207,1763
344,1764
87,1765
114,1766
452,1767
279,1740
66,1768
447,1769
88,1770
220,1771
22,1771
104,1772
338,1748
338,1773
50,1748
50,1774
220,1775
279,1776
114,1777
114,1778
114,1779
114,1780
386,1781
22,1782
265,1782
78,1783
344,1784
22,1784
104,1785
78,1786
15,1740
78,1787
168,1740
223,1740
447,1751
424,1740
489,1740
434,1788
203,1789
38,1790
104,1791
301,1792
15,1793
113,1794
517,1795
220,1796
391,1797
383,1798
245,1799
122,1800
203,1801
325,1802
481,1802
437,1803
38,1804
15,1805
262,1806
207,1807
113,1808
134,1751
114,1788
114,1785
114,1809
15,1810
114,1811
325,1812
308,1813
168,1813
31,1731
517,1814
114,1737
489,1815
265,1730
43,1816
406,1817
279,1818
194,1818
339,1819
72,1820
72,1821
245,1822
245,1823
66,1740
503,1740
405,1824
444,1740
437,1742
325,1742
469,1740
469,1825
265,1826
114,1827
15,1828
339,1788
9,1829
245,1830
181,1831
181,1832
114,1820
114,1833
517,1834
207,1835
38,1836
31,1837
114,1740
325,1740
43,1838
207,1781
31,1839
517,1840
517,1841
224,1842
9,1843
87,1844
444,1829
478,1845
313,1846
478,1847
110,1848
473,1752
245,1849
517,1850
245,1851
172,1852
525,1853
478,1773
453,1773
393,1773
134,1854
245,1854
114,1854
517,1855
444,1836
155,1785
32,1856
122,1856
437,1856
452,1856
436,1856
114,1857
220,1773
22,1773
189,1773
189,1748
220,1748
325,1858
168,1859
220,1860
220,1861
271,1862
134,1848
134,1863
393,1864
393,1826
393,1821
220,1785
22,1785
189,1785
207,1865
339,1748
155,1866
72,1867
517,1867
486,1748
245,1868
78,1869
134,1870
155,1788
289,1871
43,1872
338,1807
15,1873
444,1873
405,1748
255,1748
453,1874
88,1875
88,1876
250,1734
250,1877
250,1878
517,1879
517,1768
244,1880
104,1881
313,1882
87,1783
245,1883
294,1884
444,1884
15,1884
43,1885
43,1886
43,1887
114,1821
437,1888
104,1889
434,1890
453,1891
22,1891
66,1892
517,1893
15,1788
444,1788
31,1894
207,1895
66,1896
250,1897
9,1897
66,1898
279,1899
223,1773
245,1900
15,1815
444,1815
15,1901
78,1902
66,1893
517,1892
66,1903
424,1904
424,1905
301,1906
447,1907
447,1908
22,1909
220,1910
22,1911
473,1767
321,1801
352,1912
434,1737
383,1913
212,1787
416,1877
416,1914
32,1915
424,1916
22,1917
29,1918
517,1919
87,1920
301,1921
339,1736
72,1922
233,1923
496,1924
114,1925
434,1926
325,1927
325,1928
383,1929
22,1930
453,1931
227,1932
114,1933
124,1934
15,1935
220,1936
82,1937
265,1938
434,1939
427,1940
113,1941
245,1942
245,1940
245,1943
223,1919
38,1862
517,1944
352,1945
352,1946
352,1947
134,1945
122,1945
88,1947
88,1946
447,1948
478,1793
87,1949
113,1950
517,1951
469,1952
383,1953
383,1954
38,1955
478,1938
134,1956
473,1873
473,1957
489,1958
447,1959
352,1738
352,1960
352,1935
352,1961
239,1962
223,1763
343,1763
343,1960
223,1960
344,1963
517,1898
87,1964
220,1965
168,1966
517,1899
269,1967
517,1968
517,1969
391,1970
88,1971
257,1972
517,1973
38,1974
38,1975
38,1976
437,1977
452,1977
437,1767
478,1977
453,1977
352,1767
271,1935
87,1892
114,1978
478,1811
279,1769
138,1978
114,1979
114,1940
104,1980
453,1981
223,1982
223,1788
478,1983
517,1773
155,1857
233,1801
114,1984
134,1735
437,1919
29,1985
114,1986
114,1987
134,1785
134,1734
265,1988
245,1988
32,1989
452,1989
301,1990
447,1991
517,1736
29,1760
122,1992
32,1992
517,1993
301,1994
452,1995
452,1996
452,1997
122,1738
87,1952
155,1773
155,1820
110,1998
104,1999
289,1867
87,2000
265,2001
104,2002
104,1751
478,2003
478,1852
478,2004
478,2005
220,2006
22,2006
189,2006
22,1875
189,1875
220,1875
29,2007
245,1776
517,2008
352,1878
64,1815
88,1935
434,2009
114,2010
352,2011
220,2012
434,2013
104,1735
497,1826
294,2014
86,2015
114,2016
517,2017
313,2018
250,1943
250,2019
9,2019
9,1943
269,1785
32,1754
269,1937
330,1787
113,2020
113,2021
325,2022
434,2023
434,2024
138,1859
66,1935
517,1935
304,2025
304,2026
447,1905
203,2027
203,2028
113,2029
122,2029
104,2030
224,1873
517,1748
517,1923
393,2031
31,1883
429,1883
429,2032
452,1738
452,1764
452,2033
452,2034
138,1839
233,2035
207,1760
245,2036
207,1773
43,2037
22,2038
22,1834
478,2039
517,2040
385,2041
385,2042
452,2043
225,2044
517,2045
203,1931
168,1742
233,1769
113,2046
250,2046
203,1773
203,1752
517,1992
469,1757
325,1815
325,2047
38,2048
406,1799
245,2049
343,1827
265,2050
245,2051
436,1940
279,2052
38,1730
474,1769
325,2053
522,2054
522,2055
385,2056
249,2056
308,2056
194,2057
344,1767
245,2058
203,2059
489,1875
447,1912
29,1751
437,1878
452,2060
452,1946
452,2061
383,2062
352,2063
223,1912
374,2064
453,1815
303,2065
104,2066
168,1768
434,2059
434,2067
134,2068
453,2052
32,2069
32,2070
203,1769
29,2071
104,2072
265,2073
134,2074
344,2075
301,2076
114,2077
9,2078
265,1773
453,2054
478,2054
87,2079
263,2080
245,1740
15,1817
15,2081
244,2082
279,1972
478,2083
478,2084
478,2085
91,2086
91,2087
220,2086
344,2088
155,2088
444,2089
248,2090
220,2090
207,1766
